comments_before_basetime,comments_24_basetime,comments_48_24,comments_publ_24,Diff_52_53,links_before_basetime,links_24_basetime,links_48_24,links_publ_24,diff_8_7,Target
0,0,0,0,0,0,0,0,0,0,
1,1,0,0,1,0,0,0,0,0,
1,0,1,0,-1,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
4,4,0,4,4,0,0,0,0,0,
4,0,4,4,-4,0,0,0,0,0,
2,2,0,2,2,0,0,0,0,0,
2,0,2,2,-2,1,1,0,1,1,
2,0,0,2,0,1,0,1,1,-1,
3,3,0,3,3,0,0,0,0,0,
4,1,3,4,-2,0,0,0,0,0,
7,3,1,4,2,0,0,0,0,0,
7,7,0,7,7,0,0,0,0,0,
8,1,7,8,-6,0,0,0,0,0,
4,4,0,4,4,0,0,0,0,0,
10,2,1,8,1,0,0,0,0,0,
12,8,4,8,4,0,0,0,0,0,
14,2,8,8,-6,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
2,2,0,2,2,0,0,0,0,0,
4,4,0,4,4,0,0,0,0,0,
2,0,2,2,-2,0,0,0,0,0,
6,2,4,6,-2,0,0,0,0,0,
2,0,0,2,0,0,0,0,0,0,
7,1,2,6,-1,0,0,0,0,0,
29,29,0,29,29,0,0,0,0,0,
31,2,29,30,-27,0,0,0,0,0,
31,0,2,30,-2,0,0,0,0,0,
2,2,0,2,2,0,0,0,0,0,
3,1,2,3,-1,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
5,2,1,3,1,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
1,1,0,0,1,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
1,1,0,1,1,0,0,0,0,0,
1,0,1,1,-1,0,0,0,0,0,
1,0,0,1,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
27,27,0,27,27,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
28,1,27,27,-26,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
28,0,1,27,-1,0,0,0,0,0,
1,1,0,1,1,0,0,0,0,0,
1,0,1,1,-1,0,0,0,0,0,
1,0,0,1,0,0,0,0,0,0,
1,1,0,1,1,0,0,0,0,0,
8,7,1,5,6,0,0,0,0,0,
8,0,7,5,-7,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
2,2,0,2,2,0,0,0,0,0,
2,0,2,2,-2,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
1,1,0,0,1,0,0,0,0,0,
1,1,0,1,1,0,0,0,0,0,
2,1,1,1,0,0,0,0,0,0,
2,0,1,1,-1,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
5,5,0,5,5,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
9,4,5,7,-1,0,0,0,0,0,
11,2,4,7,-2,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
1,1,0,0,1,0,0,0,0,0,
6,6,0,6,6,0,0,0,0,0,
6,0,6,6,-6,0,0,0,0,0,
6,0,0,6,0,0,0,0,0,0,
3,3,0,3,3,0,0,0,0,0,
3,0,3,3,-3,0,0,0,0,0,
3,0,0,3,0,0,0,0,0,0,
2,2,0,2,2,0,0,0,0,0,
4,2,2,2,0,0,0,0,0,0,
4,0,2,2,-2,0,0,0,0,0,
1,1,0,1,1,0,0,0,0,0,
1,0,1,1,-1,0,0,0,0,0,
3,2,0,1,2,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,1,1,0,0,1,
1,1,0,1,1,0,0,0,0,0,
2,1,1,2,0,0,0,0,0,0,
3,1,1,2,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
1,1,0,1,1,0,0,0,0,0,
1,1,0,0,1,0,0,0,0,0,
1,0,1,1,-1,0,0,0,0,0,
1,0,0,1,0,0,0,0,0,0,
1,1,0,1,1,0,0,0,0,0,
1,0,1,1,-1,0,0,0,0,0,
1,0,0,1,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
1,1,0,0,1,0,0,0,0,0,
3,3,0,3,3,0,0,0,0,0,
6,3,3,5,0,0,0,0,0,0,
6,0,3,5,-3,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
2,2,0,0,2,0,0,0,0,0,
2,0,2,0,-2,0,0,0,0,0,
2,2,0,2,2,0,0,0,0,0,
3,1,2,3,-1,0,0,0,0,0,
3,0,1,3,-1,0,0,0,0,0,
1,1,0,1,1,0,0,0,0,0,
1,0,1,1,-1,0,0,0,0,0,
1,1,0,1,1,0,0,0,0,0,
1,0,0,1,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
1,0,1,1,-1,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
1,0,0,1,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
1,1,0,1,1,0,0,0,0,0,
2,1,1,1,0,0,0,0,0,0,
4,4,0,4,4,0,0,0,0,0,
2,0,1,1,-1,0,0,0,0,0,
13,9,4,4,5,0,0,0,0,0,
22,9,9,4,0,0,0,0,0,0,
1,1,0,1,1,0,0,0,0,0,
4,3,1,4,2,0,0,0,0,0,
4,0,3,4,-3,0,0,0,0,0,
3,3,0,3,3,0,0,0,0,0,
1,1,0,1,1,0,0,0,0,0,
7,4,3,5,1,0,0,0,0,0,
2,1,1,2,0,0,0,0,0,0,
7,0,4,5,-4,0,0,0,0,0,
2,0,1,2,-1,0,0,0,0,0,
2,2,0,2,2,0,0,0,0,0,
2,0,2,2,-2,0,0,0,0,0,
2,0,0,2,0,0,0,0,0,0,
3,3,0,3,3,0,0,0,0,0,
3,0,3,3,-3,0,0,0,0,0,
3,0,0,3,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
1,1,0,0,1,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
2,1,1,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
16,16,0,16,16,1,1,0,1,1,
17,1,16,16,-15,1,0,1,1,-1,
18,1,1,16,0,1,0,0,1,0,
2,2,0,2,2,1,1,0,1,1,
4,2,2,3,0,1,0,1,1,-1,
6,2,2,3,0,1,0,0,1,0,
1,1,0,1,1,0,0,0,0,0,
3,2,1,3,1,0,0,0,0,0,
4,1,2,3,-1,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
2,2,0,2,2,0,0,0,0,0,
2,0,2,2,-2,0,0,0,0,0,
1,1,0,1,1,0,0,0,0,0,
3,2,1,2,1,0,0,0,0,0,
3,0,2,2,-2,0,0,0,0,0,
2,2,0,2,2,0,0,0,0,0,
4,2,2,2,0,0,0,0,0,0,
14,10,2,2,8,0,0,0,0,0,
11,11,0,11,11,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
28,17,11,13,6,0,0,0,0,0,
1,1,0,0,1,0,0,0,0,0,
28,0,17,13,-17,0,0,0,0,0,
1,0,1,0,-1,0,0,0,0,0,
2,2,0,2,2,0,0,0,0,0,
4,2,2,2,0,0,0,0,0,0,
7,3,2,2,1,0,0,0,0,0,
8,8,0,8,8,0,0,0,0,0,
10,2,8,8,-6,0,0,0,0,0,
17,7,2,8,5,0,0,0,0,0,
3,3,0,3,3,0,0,0,0,0,
27,24,3,13,21,0,0,0,0,0,
38,11,24,13,-13,0,0,0,0,0,
4,4,0,4,4,0,0,0,0,0,
2,2,0,2,2,0,0,0,0,0,
5,1,4,5,-3,0,0,0,0,0,
8,6,2,8,4,0,0,0,0,0,
5,0,1,5,-1,0,0,0,0,0,
10,2,6,8,-4,0,0,0,0,0,
33,33,0,33,33,0,0,0,0,0,
57,24,33,53,-9,0,0,0,0,0,
63,6,24,53,-18,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
1,1,0,0,1,0,0,0,0,0,
1,1,0,1,1,0,0,0,0,0,
1,0,1,0,-1,0,0,0,0,0,
7,6,1,2,5,0,0,0,0,0,
18,11,6,2,5,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
2,2,0,2,2,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
2,0,2,2,-2,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
18,18,0,18,18,0,0,0,0,0,
3,1,0,2,1,0,0,0,0,0,
30,12,18,18,-6,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
36,6,12,18,-6,0,0,0,0,0,
1,1,0,0,1,0,0,0,0,0,
2,1,1,0,0,0,0,0,0,0,
31,31,0,31,31,0,0,0,0,0,
37,6,31,31,-25,0,0,0,0,0,
0,0,0,0,0,1,1,0,1,1,
46,9,6,31,3,0,0,0,0,0,
0,0,0,0,0,1,0,1,1,-1,
0,0,0,0,0,1,0,0,1,0,
19,19,0,19,19,0,0,0,0,0,
1,1,0,1,1,0,0,0,0,0,
21,2,19,19,-17,0,0,0,0,0,
3,2,1,3,1,1,1,0,1,1,
23,2,2,19,0,0,0,0,0,0,
3,0,2,3,-2,1,0,1,1,-1,
9,9,0,9,9,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
8,8,0,8,8,0,0,0,0,0,
13,4,9,13,-5,0,0,0,0,0,
55,55,0,55,55,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
8,0,8,8,-8,0,0,0,0,0,
33,20,4,13,16,0,0,0,0,0,
61,6,55,60,-49,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
8,0,0,8,0,0,0,0,0,0,
17,17,0,17,17,0,0,0,0,0,
18,18,0,18,18,0,0,0,0,0,
61,0,6,60,-6,0,0,0,0,0,
17,0,17,17,-17,0,0,0,0,0,
55,37,18,35,19,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
17,0,0,17,0,0,0,0,0,0,
55,0,37,35,-37,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
2,2,0,2,2,0,0,0,0,0,
1,1,0,1,1,0,0,0,0,0,
2,0,2,2,-2,0,0,0,0,0,
3,3,0,3,3,0,0,0,0,0,
1,0,1,1,-1,0,0,0,0,0,
76,76,0,76,76,0,0,0,0,0,
2,0,0,2,0,0,0,0,0,0,
11,11,0,11,11,0,0,0,0,0,
7,4,3,4,1,0,0,0,0,0,
1,0,0,1,0,0,0,0,0,0,
103,27,76,90,-49,0,0,0,0,0,
25,25,0,25,25,0,0,0,0,0,
11,0,11,11,-11,0,0,0,0,0,
8,1,4,4,-3,0,0,0,0,0,
113,10,27,90,-17,0,0,0,0,0,
29,4,25,29,-21,0,0,0,0,0,
12,1,0,11,1,0,0,0,0,0,
37,8,4,29,4,0,0,0,0,0,
6,6,0,6,6,0,0,0,0,0,
18,12,6,6,6,0,0,0,0,0,
24,24,0,24,24,0,0,0,0,0,
20,2,12,6,-10,0,0,0,0,0,
44,20,24,33,-4,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
3,3,0,3,3,0,0,0,0,0,
0,0,0,0,0,1,1,0,1,1,
44,0,20,33,-20,0,0,0,0,0,
2,2,0,2,2,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
3,0,3,3,-3,0,0,0,0,0,
4,4,0,4,4,1,0,1,1,-1,
4,4,0,4,4,1,1,0,1,1,
19,17,2,8,15,1,1,0,0,1,
1,1,0,1,1,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
4,1,0,3,1,0,0,0,0,0,
5,1,4,4,-3,2,1,0,1,1,
6,2,4,6,-2,1,0,1,1,-1,
2,2,0,2,2,0,0,0,0,0,
22,3,17,8,-14,1,0,1,0,-1,
3,2,1,3,1,0,0,0,0,0,
8,2,2,6,0,1,0,0,1,0,
4,2,2,3,0,0,0,0,0,0,
9,9,0,9,9,1,1,0,1,1,
9,9,0,9,9,1,1,0,1,1,
3,0,2,3,-2,0,0,0,0,0,
4,0,2,3,-2,0,0,0,0,0,
10,1,9,9,-8,1,0,1,1,-1,
5,5,0,5,5,0,0,0,0,0,
10,1,9,9,-8,1,0,1,1,-1,
20,10,1,9,9,1,0,0,1,0,
7,2,5,7,-3,0,0,0,0,0,
20,10,1,9,9,1,0,0,1,0,
7,0,2,7,-2,1,1,0,0,1,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
6,6,0,0,6,1,1,0,0,1,
0,0,0,0,0,0,0,0,0,0,
4,4,0,4,4,1,1,0,1,1,
6,2,4,5,-2,1,0,1,1,-1,
6,0,2,5,-2,1,0,0,1,0,
4,4,0,4,4,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
4,4,0,4,4,0,0,0,0,0,
15,11,4,10,7,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
4,0,4,4,-4,0,0,0,0,0,
20,5,11,10,-6,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
4,0,0,4,0,0,0,0,0,0,
0,0,0,0,0,1,1,0,1,1,
0,0,0,0,0,1,0,1,1,-1,
1,1,0,1,1,0,0,0,0,0,
0,0,0,0,0,1,0,0,1,0,
38,37,1,13,36,4,4,0,2,4,
47,9,37,13,-28,4,0,4,2,-4,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
2,2,0,2,2,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
2,0,2,2,-2,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
3,3,0,0,3,0,0,0,0,0,
2,2,0,2,2,0,0,0,0,0,
2,0,2,2,-2,0,0,0,0,0,
2,0,0,2,0,1,1,0,0,1,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
1,1,0,0,1,0,0,0,0,0,
17,17,0,7,17,2,2,0,2,2,
1,0,1,0,-1,0,0,0,0,0,
27,10,17,7,-7,2,0,2,2,-2,
1,1,0,1,1,0,0,0,0,0,
1,0,1,1,-1,0,0,0,0,0,
1,0,0,1,0,0,0,0,0,0,
7,0,4,4,-4,0,0,0,0,0,
4,4,0,4,4,0,0,0,0,0,
4,0,4,4,-4,0,0,0,0,0,
4,0,0,4,0,0,0,0,0,0,
6,6,0,6,6,0,0,0,0,0,
7,1,6,6,-5,0,0,0,0,0,
8,1,1,6,0,0,0,0,0,0,
16,16,0,16,16,0,0,0,0,0,
37,21,16,19,5,0,0,0,0,0,
46,9,21,19,-12,0,0,0,0,0,
25,25,0,25,25,0,0,0,0,0,
29,4,25,27,-21,0,0,0,0,0,
1,1,0,1,1,0,0,0,0,0,
29,0,4,27,-4,0,0,0,0,0,
2,1,1,1,0,0,0,0,0,0,
6,6,0,6,6,0,0,0,0,0,
3,1,1,1,0,0,0,0,0,0,
7,1,6,6,-5,0,0,0,0,0,
11,4,1,6,3,0,0,0,0,0,
21,21,0,21,21,0,0,0,0,0,
25,4,21,21,-17,0,0,0,0,0,
27,2,4,21,-2,0,0,0,0,0,
1,1,0,1,1,0,0,0,0,0,
2,1,1,2,0,0,0,0,0,0,
2,0,1,2,-1,0,0,0,0,0,
6,6,0,6,6,0,0,0,0,0,
9,9,0,9,9,0,0,0,0,0,
10,4,6,6,-2,0,0,0,0,0,
12,3,9,10,-6,0,0,0,0,0,
10,0,4,6,-4,0,0,0,0,0,
29,29,0,29,29,0,0,0,0,0,
13,1,3,10,-2,0,0,0,0,0,
48,19,29,30,-10,0,0,0,0,0,
48,0,19,30,-19,0,0,0,0,0,
7,7,0,7,7,0,0,0,0,0,
21,14,7,10,7,0,0,0,0,0,
22,1,14,10,-13,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
7,7,0,7,7,0,0,0,0,0,
8,1,7,7,-6,0,0,0,0,0,
11,3,1,7,2,0,0,0,0,0,
1,1,0,1,1,0,0,0,0,0,
2,1,1,1,0,0,0,0,0,0,
2,0,1,1,-1,0,0,0,0,0,
8,8,0,8,8,0,0,0,0,0,
8,8,0,8,8,0,0,0,0,0,
24,16,8,10,8,0,0,0,0,0,
8,0,8,8,-8,0,0,0,0,0,
25,1,16,10,-15,0,0,0,0,0,
14,6,0,8,6,0,0,0,0,0,
4,4,0,4,4,0,0,0,0,0,
5,1,4,4,-3,0,0,0,0,0,
2,2,0,2,2,0,0,0,0,0,
13,13,0,13,13,0,0,0,0,0,
5,0,1,4,-1,0,0,0,0,0,
4,2,2,2,0,0,0,0,0,0,
35,22,13,15,9,0,0,0,0,0,
3,3,0,3,3,0,0,0,0,0,
4,0,2,2,-2,0,0,0,0,0,
36,1,22,15,-21,0,0,0,0,0,
3,0,3,3,-3,0,0,0,0,0,
3,0,0,3,0,0,0,0,0,0,
1,1,0,1,1,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
1,0,1,1,-1,0,0,0,0,0,
5,5,0,5,5,0,0,0,0,0,
1,1,0,0,1,0,0,0,0,0,
1,0,0,1,0,0,0,0,0,0,
6,1,5,5,-4,0,0,0,0,0,
1,0,1,0,-1,0,0,0,0,0,
6,0,1,5,-1,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
4,4,0,4,4,0,0,0,0,0,
6,2,4,5,-2,0,0,0,0,0,
7,1,2,5,-1,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
1,1,0,0,1,0,0,0,0,0,
1,1,0,1,1,0,0,0,0,0,
12,12,0,12,12,0,0,0,0,0,
4,3,1,0,2,0,0,0,0,0,
3,2,1,1,1,0,0,0,0,0,
14,2,12,12,-10,0,0,0,0,0,
5,2,2,1,0,0,0,0,0,0,
5,5,0,5,5,0,0,0,0,0,
15,1,2,12,-1,0,0,0,0,0,
10,5,5,5,0,0,0,0,0,0,
10,0,5,5,-5,0,0,0,0,0,
2,2,0,2,2,0,0,0,0,0,
2,0,2,2,-2,0,0,0,0,0,
2,0,0,2,0,0,0,0,0,0,
3,3,0,3,3,0,0,0,0,0,
3,0,3,3,-3,0,0,0,0,0,
3,0,0,3,0,0,0,0,0,0,
23,23,0,23,23,0,0,0,0,0,
32,9,23,23,-14,0,0,0,0,0,
76,44,9,23,35,0,0,0,0,0,
9,9,0,9,9,0,0,0,0,0,
15,6,9,9,-3,0,0,0,0,0,
15,0,6,9,-6,0,0,0,0,0,
1,1,0,1,1,0,0,0,0,0,
1,0,1,1,-1,0,0,0,0,0,
1,0,0,1,0,0,0,0,0,0,
3,3,0,3,3,0,0,0,0,0,
4,1,3,3,-2,0,0,0,0,0,
4,0,1,3,-1,0,0,0,0,0,
23,23,0,23,23,0,0,0,0,0,
23,0,23,23,-23,0,0,0,0,0,
15,15,0,15,15,0,0,0,0,0,
23,0,0,23,0,0,0,0,0,0,
18,3,15,15,-12,0,0,0,0,0,
18,0,3,15,-3,0,0,0,0,0,
2,2,0,2,2,0,0,0,0,0,
2,0,2,2,-2,0,0,0,0,0,
2,0,0,2,0,0,0,0,0,0,
4,4,0,4,4,0,0,0,0,0,
10,6,4,5,2,0,0,0,0,0,
3,3,0,3,3,0,0,0,0,0,
12,2,6,5,-4,0,0,0,0,0,
8,5,3,3,2,0,0,0,0,0,
6,6,0,6,6,0,0,0,0,0,
9,1,5,3,-4,0,0,0,0,0,
3,3,0,3,3,0,0,0,0,0,
10,4,6,9,-2,0,0,0,0,0,
3,0,3,3,-3,0,0,0,0,0,
15,5,4,9,1,0,0,0,0,0,
4,4,0,4,4,0,0,0,0,0,
6,3,0,3,3,0,0,0,0,0,
7,3,4,4,-1,0,0,0,0,0,
8,1,3,4,-2,0,0,0,0,0,
18,18,0,18,18,0,0,0,0,0,
36,18,18,20,0,0,0,0,0,0,
38,2,18,20,-16,0,0,0,0,0,
1,1,0,1,1,0,0,0,0,0,
1,1,0,1,1,0,0,0,0,0,
1,0,1,1,-1,0,0,0,0,0,
1,0,1,1,-1,0,0,0,0,0,
5,5,0,5,5,0,0,0,0,0,
1,0,0,1,0,0,0,0,0,0,
1,0,0,1,0,0,0,0,0,0,
5,0,5,5,-5,0,0,0,0,0,
5,0,0,5,0,0,0,0,0,0,
17,17,0,17,17,0,0,0,0,0,
18,1,17,17,-16,0,0,0,0,0,
2,2,0,2,2,0,0,0,0,0,
18,0,1,17,-1,0,0,0,0,0,
5,3,2,2,1,0,0,0,0,0,
5,0,3,2,-3,0,0,0,0,0,
4,4,0,4,4,0,0,0,0,0,
6,2,4,5,-2,0,0,0,0,0,
7,1,2,5,-1,0,0,0,0,0,
2,2,0,2,2,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
2,0,2,2,-2,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
2,0,0,2,0,0,0,0,0,0,
2,2,0,0,2,0,0,0,0,0,
10,10,0,10,10,0,0,0,0,0,
19,9,10,12,-1,0,0,0,0,0,
19,0,9,12,-9,0,0,0,0,0,
1,1,0,1,1,0,0,0,0,0,
1,0,1,1,-1,0,0,0,0,0,
1,0,0,1,0,0,0,0,0,0,
4,4,0,4,4,0,0,0,0,0,
7,3,4,4,-1,0,0,0,0,0,
1,1,0,1,1,0,0,0,0,0,
3,3,0,3,3,0,0,0,0,0,
35,28,3,4,25,0,0,0,0,0,
1,0,1,1,-1,0,0,0,0,0,
4,1,3,3,-2,0,0,0,0,0,
1,0,0,1,0,0,0,0,0,0,
4,0,1,3,-1,0,0,0,0,0,
16,16,0,16,16,0,0,0,0,0,
26,10,16,19,-6,0,0,0,0,0,
27,1,10,19,-9,0,0,0,0,0,
1,1,0,1,1,0,0,0,0,0,
14,14,0,14,14,0,0,0,0,0,
1,0,1,1,-1,0,0,0,0,0,
7,7,0,7,7,0,0,0,0,0,
20,6,14,15,-8,0,0,0,0,0,
1,0,0,1,0,0,0,0,0,0,
12,5,7,8,-2,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
20,0,6,15,-6,0,0,0,0,0,
12,0,5,8,-5,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
4,4,0,4,4,0,0,0,0,0,
4,0,4,4,-4,0,0,0,0,0,
2,2,0,2,2,0,0,0,0,0,
4,0,0,4,0,0,0,0,0,0,
3,1,2,2,-1,0,0,0,0,0,
3,0,1,2,-1,0,0,0,0,0,
6,6,0,6,6,0,0,0,0,0,
9,3,6,6,-3,0,0,0,0,0,
12,3,3,6,0,0,0,0,0,0,
18,18,0,18,18,0,0,0,0,0,
42,24,18,21,6,0,0,0,0,0,
42,0,24,21,-24,0,0,0,0,0,
2,2,0,2,2,0,0,0,0,0,
2,0,2,2,-2,0,0,0,0,0,
2,0,0,2,0,0,0,0,0,0,
1,1,0,1,1,0,0,0,0,0,
1,0,1,1,-1,0,0,0,0,0,
1,0,0,1,0,0,0,0,0,0,
14,14,0,14,14,0,0,0,0,0,
16,2,14,16,-12,0,0,0,0,0,
16,0,2,16,-2,0,0,0,0,0,
4,4,0,4,4,0,0,0,0,0,
4,0,4,4,-4,0,0,0,0,0,
4,0,0,4,0,0,0,0,0,0,
2,2,0,2,2,0,0,0,0,0,
3,1,2,2,-1,0,0,0,0,0,
4,1,1,2,0,0,0,0,0,0,
2,2,0,2,2,0,0,0,0,0,
2,0,2,2,-2,0,0,0,0,0,
4,2,0,2,2,0,0,0,0,0,
1,1,0,1,1,0,0,0,0,0,
1,0,1,1,-1,0,0,0,0,0,
1,0,0,1,0,0,0,0,0,0,
4,4,0,4,4,0,0,0,0,0,
5,1,4,5,-3,0,0,0,0,0,
5,0,1,5,-1,0,0,0,0,0,
15,15,0,15,15,0,0,0,0,0,
22,7,15,17,-8,0,0,0,0,0,
30,8,7,17,1,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
1,1,0,0,1,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
4,4,0,4,4,0,0,0,0,0,
8,4,4,4,0,0,0,0,0,0,
5,5,0,5,5,0,0,0,0,0,
8,3,5,7,-2,0,0,0,0,0,
8,0,3,7,-3,0,0,0,0,0,
2,2,0,2,2,0,0,0,0,0,
2,0,2,2,-2,0,0,0,0,0,
3,1,0,2,1,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
8,8,0,8,8,0,0,0,0,0,
2,2,0,2,2,0,0,0,0,0,
12,4,8,11,-4,0,0,0,0,0,
3,1,2,2,-1,0,0,0,0,0,
14,2,4,11,-2,0,0,0,0,0,
4,4,0,4,4,0,0,0,0,0,
5,1,4,4,-3,0,0,0,0,0,
29,29,0,29,29,0,0,0,0,0,
3,3,0,3,3,0,0,0,0,0,
5,0,1,4,-1,0,0,0,0,0,
45,16,29,37,-13,0,0,0,0,0,
3,0,3,3,-3,0,0,0,0,0,
48,3,16,37,-13,0,0,0,0,0,
4,1,0,3,1,0,0,0,0,0,
2,2,0,2,2,0,0,0,0,0,
14,12,2,9,10,0,0,0,0,0,
3,3,0,3,3,0,0,0,0,0,
14,0,12,9,-12,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
4,1,3,4,-2,0,0,0,0,0,
1,1,0,1,1,0,0,0,0,0,
4,0,1,4,-1,0,0,0,0,0,
2,1,1,1,0,0,0,0,0,0,
2,2,0,2,2,0,0,0,0,0,
9,7,2,7,5,0,0,0,0,0,
20,11,7,7,4,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
1,1,0,1,1,0,0,0,0,0,
1,0,1,1,-1,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
7,7,0,7,7,0,0,0,0,0,
7,0,7,7,-7,0,0,0,0,0,
7,0,0,7,0,0,0,0,0,0,
2,2,0,2,2,0,0,0,0,0,
6,4,2,5,2,0,0,0,0,0,
9,3,4,5,-1,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
18,18,0,17,18,0,0,0,0,0,
27,9,18,17,-9,0,0,0,0,0,
1,1,0,1,1,0,0,0,0,0,
3,2,1,1,1,0,0,0,0,0,
4,1,2,1,-1,0,0,0,0,0,
2,2,0,2,2,0,0,0,0,0,
4,2,2,2,0,0,0,0,0,0,
5,1,2,2,-1,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
6,6,0,6,6,0,0,0,0,0,
7,1,6,6,-5,0,0,0,0,0,
4,4,0,4,4,0,0,0,0,0,
7,0,1,6,-1,0,0,0,0,0,
5,1,4,5,-3,0,0,0,0,0,
6,1,1,5,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,
